Name,County,geoid,Population,Median Age,Household Income,Per Capita Income,Unemployment Count,Poverty Count,Poverty_Rate,State,abbr,Unemployment Rate,Unemployment_Rate
"Raleigh County, West Virginia",Raleigh County,54081,77097,42,42386,23435,2372,12996,16.85668703,West Virginia,WV,0.030766437,3.076643709
"Braxton County, West Virginia",Braxton County,54007,14345,44.9,41266,20633,959,3085,21.50575113,West Virginia,WV,0.066852562,6.685256187
"Putnam County, West Virginia",Putnam County,54079,56644,41.6,59113,30690,927,5209,9.196031354,West Virginia,WV,0.01636537,1.636536968
"Barbour County, West Virginia",Barbour County,54001,16790,40.9,37516,20762,625,3623,21.57832043,West Virginia,WV,0.037224538,3.722453842
"Boone County, West Virginia",Boone County,54005,23236,42.5,37955,20992,837,5619,24.18230332,West Virginia,WV,0.03602169,3.602169048
"McDowell County, West Virginia",McDowell County,54047,19707,44,25595,13985,513,6307,32.0038565,West Virginia,WV,0.026031359,2.603135942
"Wayne County, West Virginia",Wayne County,54099,41063,43.3,38905,20582,1394,8484,20.66093564,West Virginia,WV,0.033947836,3.394783625
"Wyoming County, West Virginia",Wyoming County,54109,22130,43.8,37644,20474,841,4866,21.98825124,West Virginia,WV,0.038002711,3.800271125
"Jackson County, West Virginia",Jackson County,54035,29123,43,41731,23246,544,4247,14.58297565,West Virginia,WV,0.018679394,1.867939429
"Mercer County, West Virginia",Mercer County,54055,60963,42.7,37763,21698,1489,12805,21.00454374,West Virginia,WV,0.024424651,2.442465102
"Upshur County, West Virginia",Upshur County,54097,24604,41.8,39434,21279,871,4897,19.90326776,West Virginia,WV,0.035400748,3.540074785
"Webster County, West Virginia",Webster County,54101,8637,46.2,33390,20314,353,2290,26.51383582,West Virginia,WV,0.040870673,4.087067269
"Berkeley County, West Virginia",Berkeley County,54003,111610,38.8,59480,27658,4741,14353,12.85995879,West Virginia,WV,0.042478273,4.247827256
"Fayette County, West Virginia",Fayette County,54019,44602,43.3,39297,20758,1476,8560,19.19196449,West Virginia,WV,0.033092686,3.309268643
"Grant County, West Virginia",Grant County,54023,11673,46.3,40093,21705,266,1464,12.54176304,West Virginia,WV,0.02278763,2.278762957
"Hampshire County, West Virginia",Hampshire County,54027,23412,45.4,36575,21771,558,3853,16.45737229,West Virginia,WV,0.023833931,2.383393132
"Summers County, West Virginia",Summers County,54089,13210,47.3,35218,20142,555,2317,17.53974262,West Virginia,WV,0.042013626,4.201362604
"Brooke County, West Virginia",Brooke County,54009,23067,46.2,48835,25630,378,2857,12.38565917,West Virginia,WV,0.016387046,1.638704643
"Doddridge County, West Virginia",Doddridge County,54017,8570,44.5,44437,21164,199,1175,13.71061844,West Virginia,WV,0.023220537,2.322053676
"Greenbrier County, West Virginia",Greenbrier County,54025,35523,45.4,40483,23777,1013,6197,17.44503561,West Virginia,WV,0.028516736,2.851673564
"Hardy County, West Virginia",Hardy County,54031,13812,44.9,42573,23446,346,2024,14.65392412,West Virginia,WV,0.025050681,2.505068057
"Marion County, West Virginia",Marion County,54049,56575,41.3,48158,25205,1463,8865,15.66946531,West Virginia,WV,0.025859479,2.585947857
"Mineral County, West Virginia",Mineral County,54057,27421,43.5,40749,21888,832,3930,14.33208125,West Virginia,WV,0.030341709,3.034170891
"Mingo County, West Virginia",Mingo County,54059,25150,42.1,31227,19272,1341,7220,28.70775348,West Virginia,WV,0.05332008,5.332007952
"Hancock County, West Virginia",Hancock County,54029,29921,46.1,43634,25157,1089,3977,13.29166806,West Virginia,WV,0.036395842,3.639584238
"Lewis County, West Virginia",Lewis County,54041,16371,42.8,39793,21513,507,3196,19.52232606,West Virginia,WV,0.030969397,3.09693971
"Marshall County, West Virginia",Marshall County,54051,32006,44.9,42473,24043,803,4770,14.9034556,West Virginia,WV,0.025089046,2.50890458
"Nicholas County, West Virginia",Nicholas County,54067,25496,44.9,39037,22101,769,4692,18.40288673,West Virginia,WV,0.030161594,3.016159398
"Pocahontas County, West Virginia",Pocahontas County,54075,8574,48.6,37111,23219,237,1452,16.93491952,West Virginia,WV,0.027641707,2.764170749
"Tucker County, West Virginia",Tucker County,54093,7035,48.1,43294,22385,231,1043,14.82587065,West Virginia,WV,0.032835821,3.28358209
"Tyler County, West Virginia",Tyler County,54095,8949,46.5,40902,24599,285,1448,16.18057884,West Virginia,WV,0.031847134,3.184713376
"Randolph County, West Virginia",Randolph County,54083,29152,43.1,40094,23642,903,4911,16.84618551,West Virginia,WV,0.030975576,3.097557629
"Roane County, West Virginia",Roane County,54087,14348,44.8,37931,20723,479,2705,18.85280178,West Virginia,WV,0.033384444,3.338444382
"Taylor County, West Virginia",Taylor County,54091,16977,43.2,45916,23683,671,2586,15.23237321,West Virginia,WV,0.039524062,3.952406197
"Wirt County, West Virginia",Wirt County,54105,5800,43.4,38936,19747,171,1208,20.82758621,West Virginia,WV,0.029482759,2.948275862
"Wood County, West Virginia",Wood County,54107,86016,43,45537,26717,2334,14387,16.72595796,West Virginia,WV,0.027134487,2.713448661
"Clay County, West Virginia",Clay County,54015,8901,43.6,34242,16229,306,2218,24.91854848,West Virginia,WV,0.03437816,3.437815976
"Gilmer County, West Virginia",Gilmer County,54021,8305,38,37175,18207,353,1656,19.9397953,West Virginia,WV,0.042504515,4.250451535
"Mason County, West Virginia",Mason County,54053,27000,44,38977,21094,772,5071,18.78148148,West Virginia,WV,0.028592593,2.859259259
"Monongalia County, West Virginia",Monongalia County,54061,103715,30.9,49624,29285,3220,20763,20.01928361,West Virginia,WV,0.031046618,3.104661814
"Monroe County, West Virginia",Monroe County,54063,13517,47.7,36684,22830,518,2302,17.03040616,West Virginia,WV,0.038322113,3.832211289
"Pleasants County, West Virginia",Pleasants County,54073,7527,43.4,45152,24605,241,1152,15.30490235,West Virginia,WV,0.032018068,3.201806829
"Wetzel County, West Virginia",Wetzel County,54103,15793,45.9,40694,22088,385,3629,22.97853479,West Virginia,WV,0.024377889,2.437788894
"Cabell County, West Virginia",Cabell County,54011,96100,38.3,37816,24646,2304,21376,22.24349636,West Virginia,WV,0.023975026,2.397502601
"Jefferson County, West Virginia",Jefferson County,54037,55673,40.2,72526,33241,2140,5363,9.633035762,West Virginia,WV,0.038438741,3.84387405
"Kanawha County, West Virginia",Kanawha County,54039,187827,43.1,46859,28201,5732,30401,16.18563891,West Virginia,WV,0.030517444,3.051744424
"Logan County, West Virginia",Logan County,54045,34428,43,37859,21074,1565,7593,22.0547229,West Virginia,WV,0.045457186,4.545718601
"Pendleton County, West Virginia",Pendleton County,54071,7138,49.9,39554,23697,142,1312,18.38049874,West Virginia,WV,0.019893528,1.98935276
"Preston County, West Virginia",Preston County,54077,33760,42.6,46673,22540,1235,4716,13.96919431,West Virginia,WV,0.036581754,3.658175355
"Okanogan County, Washington",Okanogan County,53047,41377,43.1,42598,22755,1209,8869,21.43461343,Washington,WA,0.029219131,2.92191314
"Kittitas County, Washington",Kittitas County,53037,43726,33.3,53163,26698,1174,8073,18.46269954,Washington,WA,0.026849014,2.684901432
"Thurston County, Washington",Thurston County,53067,269885,38.9,66113,32410,10197,30765,11.3992997,Washington,WA,0.037782759,3.778275932
"Benton County, Washington",Benton County,53005,190529,35.6,63001,30511,5424,25345,13.3024369,Washington,WA,0.028468107,2.846810722
"Columbia County, Washington",Columbia County,53013,3999,50,46250,28950,139,571,14.27856964,Washington,WA,0.03475869,3.475868967
"Clark County, Washington",Clark County,53011,457474,38,67832,32162,14228,46542,10.17369293,Washington,WA,0.031101221,3.110122105
"Asotin County, Washington",Asotin County,53003,22259,44.7,47483,26878,703,2956,13.28002156,Washington,WA,0.031582731,3.158273058
"Adams County, Washington",Adams County,53001,19261,28.4,48131,18415,488,4393,22.80774622,Washington,WA,0.025336172,2.533617154
"Garfield County, Washington",Garfield County,53023,2226,46.7,51399,24781,72,257,11.54537287,Washington,WA,0.032345013,3.234501348
"Mason County, Washington",Mason County,53045,61569,45.9,53087,26312,2081,9769,15.86675112,Washington,WA,0.033799477,3.379947701
"Skagit County, Washington",Skagit County,53057,121725,41.4,59263,30069,3722,17169,14.1047443,Washington,WA,0.030577121,3.057712056
"Stevens County, Washington",Stevens County,53065,43858,46.4,47272,24707,1192,6782,15.46354143,Washington,WA,0.027178622,2.717862192
"Spokane County, Washington",Spokane County,53063,490764,37.4,52159,28325,14794,72371,14.74659918,Washington,WA,0.030144835,3.01448354
"Lincoln County, Washington",Lincoln County,53043,10344,48.6,49460,26918,181,1395,13.48607889,Washington,WA,0.017498067,1.749806651
"Chelan County, Washington",Chelan County,53007,75138,39.9,54975,27605,2082,9516,12.66469696,Washington,WA,0.027709015,2.770901541
"Jefferson County, Washington",Jefferson County,53031,30524,57.1,51842,32317,914,3799,12.44594418,Washington,WA,0.029943651,2.99436509
"Kitsap County, Washington",Kitsap County,53035,258903,39.1,68336,34412,6710,24850,9.598189283,Washington,WA,0.025917042,2.591704229
"King County, Washington",King County,53033,2118119,37.2,83571,46316,60066,212509,10.03291128,Washington,WA,0.02835818,2.835818006
"Pacific County, Washington",Pacific County,53049,20940,52.7,39895,23050,474,3847,18.37153773,Washington,WA,0.022636103,2.263610315
"Pend Oreille County, Washington",Pend Oreille County,53051,13066,50.2,49184,26128,381,2145,16.41665391,Washington,WA,0.029159651,2.9159651
"San Juan County, Washington",San Juan County,53055,16221,55.7,60271,40784,322,1706,10.51723075,Washington,WA,0.019850811,1.985081068
"Skamania County, Washington",Skamania County,53059,11498,46,53606,28644,327,1508,13.1153244,Washington,WA,0.028439729,2.843972865
"Whitman County, Washington",Whitman County,53075,47794,24.5,41574,22154,2057,11240,23.51759635,Washington,WA,0.043038875,4.303887517
"Yakima County, Washington",Yakima County,53077,248279,32.7,47470,21510,8413,46428,18.69993032,Washington,WA,0.033885266,3.388526617
"Clallam County, Washington",Clallam County,53009,73439,50.5,48002,28857,2710,12353,16.82076281,Washington,WA,0.036901374,3.690137393
"Cowlitz County, Washington",Cowlitz County,53015,103590,41.4,49804,25878,3895,17197,16.60102326,Washington,WA,0.037600154,3.760015446
"Ferry County, Washington",Ferry County,53019,7568,49,41081,21951,259,1582,20.9038055,Washington,WA,0.034223044,3.42230444
"Klickitat County, Washington",Klickitat County,53039,21172,45.9,51258,25069,432,3138,14.82146231,Washington,WA,0.020404308,2.040430758
"Lewis County, Washington",Lewis County,53041,76012,42.8,46387,23853,2871,11987,15.76987844,Washington,WA,0.037770352,3.777035205
"Douglas County, Washington",Douglas County,53017,40585,37.3,55805,25060,739,5533,13.63311568,Washington,WA,0.018208698,1.820869779
"Grays Harbor County, Washington",Grays Harbor County,53027,71454,43.5,45483,24081,3033,10956,15.33294147,Washington,WA,0.042446889,4.244688891
"Island County, Washington",Island County,53029,80323,44.1,61516,33837,2319,7414,9.230232935,Washington,WA,0.028870934,2.887093361
"Pierce County, Washington",Pierce County,53053,845193,36,63881,31157,28410,101328,11.98874103,Washington,WA,0.033613624,3.361362434
"Wahkiakum County, Washington",Wahkiakum County,53069,4105,53.3,49508,26964,81,558,13.59317905,Washington,WA,0.019732034,1.97320341
"Franklin County, Washington",Franklin County,53021,89124,29.9,60275,22125,2377,13818,15.50424128,Washington,WA,0.026670706,2.667070598
"Walla Walla County, Washington",Walla Walla County,53071,59862,37.3,52630,26651,1691,7861,13.13186997,Washington,WA,0.028248304,2.824830443
"Grant County, Washington",Grant County,53025,93420,32.6,52382,22508,2945,14672,15.7054164,Washington,WA,0.031524299,3.152429887
"Whatcom County, Washington",Whatcom County,53073,212738,36.9,56419,29186,7470,31630,14.86805366,Washington,WA,0.035113614,3.511361393
"Snohomish County, Washington",Snohomish County,53061,771904,37.8,78020,35737,22239,67118,8.69512271,Washington,WA,0.028810577,2.881057748
"Campbell County, Wyoming",Campbell County,56005,48116,33.2,80178,33200,1229,4450,9.248482833,Wyoming,WY,0.025542439,2.554243911
"Lincoln County, Wyoming",Lincoln County,56023,18791,39.1,63756,29516,578,1728,9.19589165,Wyoming,WY,0.030759406,3.07594061
"Johnson County, Wyoming",Johnson County,56019,8562,45,52415,32732,192,838,9.787432843,Wyoming,WY,0.022424667,2.242466713
"Natrona County, Wyoming",Natrona County,56025,81023,36.3,59400,31900,2229,7849,9.687372721,Wyoming,WY,0.027510707,2.751070684
"Laramie County, Wyoming",Laramie County,56021,97031,36.8,62879,31554,2641,9828,10.12872175,Wyoming,WY,0.027218106,2.721810555
"Converse County, Wyoming",Converse County,56009,14166,40,62776,31948,423,1120,7.906254412,Wyoming,WY,0.029860229,2.986022872
"Niobrara County, Wyoming",Niobrara County,56027,2479,40.4,36793,23370,0,321,12.94876967,Wyoming,WY,0,0
"Teton County, Wyoming",Teton County,56039,22923,39,80049,49200,187,1561,6.809754395,Wyoming,WY,0.008157745,0.81577455
"Sweetwater County, Wyoming",Sweetwater County,56037,44527,34,71083,31700,1245,5274,11.84449884,Wyoming,WY,0.027960563,2.796056325
"Platte County, Wyoming",Platte County,56031,8703,46.7,47380,31242,110,902,10.36424222,Wyoming,WY,0.01263932,1.263931977
"Sheridan County, Wyoming",Sheridan County,56033,29964,42.1,56455,31643,474,1986,6.627953544,Wyoming,WY,0.015818983,1.581898278
"Big Horn County, Wyoming",Big Horn County,56003,11920,41.2,51716,23724,262,1518,12.73489933,Wyoming,WY,0.021979866,2.197986577
"Crook County, Wyoming",Crook County,56011,7347,42.2,66944,34186,136,370,5.036069144,Wyoming,WY,0.018510957,1.851095685
"Park County, Wyoming",Park County,56029,29276,44.2,60828,32557,516,2000,6.831534363,Wyoming,WY,0.017625359,1.762535866
"Albany County, Wyoming",Albany County,56001,37944,27.1,45816,26034,1057,8205,21.62397217,Wyoming,WY,0.027856842,2.785684166
"Carbon County, Wyoming",Carbon County,56007,15689,38.2,57644,27797,262,1985,12.65217668,Wyoming,WY,0.016699598,1.669959844
"Goshen County, Wyoming",Goshen County,56015,13479,43.7,48422,27253,425,1701,12.61963054,Wyoming,WY,0.031530529,3.153052897
"Uinta County, Wyoming",Uinta County,56041,20758,35.1,54672,27115,649,3048,14.68349552,Wyoming,WY,0.031265054,3.126505444
"Washakie County, Wyoming",Washakie County,56043,8253,43.4,51362,27345,248,1039,12.58936144,Wyoming,WY,0.030049679,3.00496789
"Hot Springs County, Wyoming",Hot Springs County,56017,4741,49.7,48403,30939,97,579,12.21261337,Wyoming,WY,0.020459819,2.04598186
"Fremont County, Wyoming",Fremont County,56013,40354,38.3,55013,27220,1182,5380,13.3320117,Wyoming,WY,0.029290777,2.929077663
"Sublette County, Wyoming",Sublette County,56035,10037,37.5,84911,32175,239,743,7.402610342,Wyoming,WY,0.023811896,2.381189598
"Weston County, Wyoming",Weston County,56045,7117,42.2,59605,30955,78,973,13.6714908,Wyoming,WY,0.010959674,1.095967402
"Rock County, Wisconsin",Rock County,55105,161226,39.3,53410,26954,5285,22550,13.98657785,Wisconsin,WI,0.032780073,3.278007269
"Taylor County, Wisconsin",Taylor County,55119,20344,43.4,49821,26290,408,2190,10.76484467,Wisconsin,WI,0.020055053,2.005505309
"Waushara County, Wisconsin",Waushara County,55137,24170,48.8,48412,25838,547,2538,10.5006206,Wisconsin,WI,0.022631361,2.263136119
"Adams County, Wisconsin",Adams County,55001,20111,52.6,44003,24874,664,2457,12.21719457,Wisconsin,WI,0.033016757,3.3016757
"Bayfield County, Wisconsin",Bayfield County,55007,15004,51.6,50110,28272,409,1629,10.85710477,Wisconsin,WI,0.027259397,2.725939749
"Lafayette County, Wisconsin",Lafayette County,55065,16755,41.6,55859,27023,241,1730,10.32527604,Wisconsin,WI,0.014383766,1.438376604
"Monroe County, Wisconsin",Monroe County,55081,45303,39.5,56479,26724,1066,5606,12.37445644,Wisconsin,WI,0.023530451,2.353045052
"Pierce County, Wisconsin",Pierce County,55093,41226,36.6,66772,31109,651,4132,10.02280114,Wisconsin,WI,0.015791006,1.579100568
"Wood County, Wisconsin",Wood County,55141,73427,43.8,51603,29039,1842,8037,10.94556498,Wisconsin,WI,0.02508614,2.508613998
"Ashland County, Wisconsin",Ashland County,55003,15779,41.7,41505,22983,568,2215,14.03764497,Wisconsin,WI,0.035997211,3.599721148
"Calumet County, Wisconsin",Calumet County,55015,49737,39.8,70662,32713,560,2917,5.864849106,Wisconsin,WI,0.011259224,1.125922352
"Florence County, Wisconsin",Florence County,55037,4354,51.9,47827,28211,134,362,8.314193845,Wisconsin,WI,0.030776298,3.077629766
"Jefferson County, Wisconsin",Jefferson County,55055,84586,40.1,59215,28819,2013,7977,9.43063864,Wisconsin,WI,0.023798264,2.379826449
"Kenosha County, Wisconsin",Kenosha County,55059,167886,37.9,57269,28996,6991,23594,14.05358398,Wisconsin,WI,0.041641352,4.164135187
"Iron County, Wisconsin",Iron County,55051,5748,53.8,39855,26689,215,851,14.80514962,Wisconsin,WI,0.037404315,3.740431454
"Clark County, Wisconsin",Clark County,55019,34513,37.5,49131,23437,536,4485,12.99510329,Wisconsin,WI,0.01553038,1.553037986
"St. Croix County, Wisconsin",St. Croix County,55109,87142,38.3,77768,36561,1621,4103,4.708406968,Wisconsin,WI,0.018601822,1.860182231
"Oconto County, Wisconsin",Oconto County,55083,37465,46.3,55762,28437,900,3356,8.957693848,Wisconsin,WI,0.024022421,2.402242093
"Lincoln County, Wisconsin",Lincoln County,55069,27994,46.9,54203,28603,603,2510,8.966207044,Wisconsin,WI,0.02154033,2.154033007
"Waupaca County, Wisconsin",Waupaca County,55135,51651,44.9,54071,29423,1024,5506,10.66000658,Wisconsin,WI,0.019825366,1.98253664
"Barron County, Wisconsin",Barron County,55005,45358,44.2,49257,26935,841,5138,11.32765995,Wisconsin,WI,0.018541382,1.85413819
"Sawyer County, Wisconsin",Sawyer County,55113,16384,49.7,43565,29712,479,2825,17.24243164,Wisconsin,WI,0.02923584,2.923583984
"Green Lake County, Wisconsin",Green Lake County,55047,18745,45.5,50276,26372,316,2113,11.27233929,Wisconsin,WI,0.016857829,1.685782875
"Price County, Wisconsin",Price County,55099,13566,51.3,45680,27161,196,1582,11.66150671,Wisconsin,WI,0.014447884,1.444788442
"Marquette County, Wisconsin",Marquette County,55077,15164,49.4,49052,26050,408,1752,11.55367977,Wisconsin,WI,0.02690583,2.69058296
